2023-06-16 21:59:24.958 [gateway-service,,] [background-preinit] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.impl.execchain.MainClientExec - Executing request GET /eureka/apps/delta HTTP/1.1
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.impl.execchain.MainClientExec - Target auth state: UNCHALLENGED
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.impl.execchain.MainClientExec - Proxy auth state: UNCHALLENGED
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 >> GET /eureka/apps/delta HTTP/1.1
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 >> Accept: application/json, application/*+json
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 >> Host: localhost:8761
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 >> Connection: Keep-Alive
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 >> User-Agent: Apache-HttpClient/4.5.14 (Java/16)
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 >> Accept-Encoding: gzip,deflate
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 >> "GET /eureka/apps/delta HTTP/1.1[\r][\n]"
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 >> "Accept: application/json, application/*+json[\r][\n]"
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 >> "Host: localhost:8761[\r][\n]"
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 >> "Connection: Keep-Alive[\r][\n]"
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 >> "User-Agent: Apache-HttpClient/4.5.14 (Java/16)[\r][\n]"
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 >> "Accept-Encoding: gzip,deflate[\r][\n]"
2023-06-16 22:28:52.052 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 >> "[\r][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "HTTP/1.1 200 [\r][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "Content-Encoding: gzip[\r][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "Content-Type: application/json[\r][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "Content-Length: 554[\r][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "Date: Fri, 16 Jun 2023 14:28:51 GMT[\r][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "Keep-Alive: timeout=60[\r][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "Connection: keep-alive[\r][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "[\r][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "[0x1f][0x8b][0x8][0x0][0x0][0x0][0x0][0x0][0x0][0xff][0x95]Sao[0xda]0[0x10][0xfd]/V?B [0x1]B[0xc8][0xa7]V[0x84]ml[0x1d]D[0x5][0xba][0xf][0xd3][0x84]<[0xe7] [0xd6][0x1c]'[0xb2][0x1d]:[0x84][0xf8][0xef];[0xc7]KWV6m[0x8a][0xa2][0xe0][0xbb]ww[0xbe][0xf7][0x1e]'B[0xab]JpF[\r]/[0xa5]&[0xf1][0x89][0x1c]@i[0xfb]{[0xbb][0xcd]@[0x18]Jb[0x12][0xc]H[0xc7][0xc2]0[0x94]S[0x9d][0xb3]2[0x3][0x8c]n[0xd2][0xed]`[0xeb][0x12]m=[0x89]?[0x9f][0x88][0xa4]E[0x93]^[0xcd][0x1e][0xba][0xf8]>[0xce][0xa7]3Dq[0xa9][\r][0x95][0xc][0x1a]H{[0x98]g[0x8][0xbc][0xbf]K[0xd7][0xcb][0xb4][0xfb]n[0xf4]~[0xfc]f[0x91][0xbe][0xf5][0x4][0x95]q[0xad]Au[0xf1]=p[0x6]q[0xd4][0x8f]|[0xec][0x90][0x97][0xda],\o[0x12]x~[0x18]y[0xbe][0xdf][0xf7][0xfc][0xe1][0xd0]][0xe2][0xca][0xcc][0xea].[0xcb][0xd4]U<[0xce]75[0xae]K[0x92][0xe5][0xa7][0x5][0x9e]K[0xdc]Z[0xf1],[0x3][0xb9]j3[0x9b][0xc5][0x87][0x85]KV[0xa5]2[0x96][0x99][0x1b][0xd2][0xdc][0xa5]CnA[0xd2][0xaf][0x2][0xec][0xed][0x8d][0xaa][0x81][0x9c][0xb1]![0xb0]ZA[0xfa][0xb]9[0x1c][0xe].[0x80];*t[0x83]de-[0x8d]:[0xda][0xdd][0xb1]UF[\r][0x9d][0x82]4[0xa0][0xe6]rW[0xda][0xda][&[0xa8][0xb6][0x17]`e[0xe1]I0;[0xc1][0xbf]{[0xb8][0x1f][0xc7][0xbc]7o[0x99][0xc3][0xc3]M[0x2];Z[0xb][0x93]\[0xb6][0xe8][0xb4][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "|<.[0x9f][0xa4][0x9d]([0x80]jh[0xdb]+[0x90][0xf0]D[0xc5][0xdc][0xe2][0xf][0xf6][0xbb][0x2][0x86][0xd3][0x6]}[0xbc]K[0xad][0x1a][0x19][0xdb][0xd8][0x4]c[\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "[0xf6]\[0x1b][0x17]_[0xf3][0x2]p|[0x81]T#[0x9b][0xe1]$[0x18][0x85][0x83]0[0xc]"[0x9c]@[0xb5]yp[0x8d]_[0x83][0xc6]A[0x84][0xc8][0xe][0x1]T[0xf3]Om&a4[0xb6]$6[0x8a]o[0xaa][0xd7][0x90][0xd1]8[\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "[0xc6]>.S[0x80][0xa1][0x96]4[0xbb]KA%[0xdd]C[0x81][0xbb]{N#[0xd2]x[0xe5]l[0xcd]R@[0x8a][0xb9][0x8d][0x12][0x18][0xcd][0x8d][0xa9][0xe2]^[0xef]7[0x1b]4b[0xf6][0x9e][0xcd][0xf0]op[0xca]LMM[0xa9]z[0xdc]q[0x9d][0x3][0x15]&[0x9f][0xe6][0xc0][0xbe][0xfd]G[0xb1][0xab][0xc2][0xf2][0x83][0xf3](4[0x82][0xbf]t=i-[0xf5][0xf8][0x17][0x4][0xd7][0xd3][0xb2]T[0x19][0x97]([0x8f][0xdc]'\3[0xeb][0xe3][0xe3][\n]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "[0x1][0xa0][0x9e]=[0xe7][0xe4][0xd9]T[0xc8][0x1a]d/[0x98]%[0x17][0xec][0xff][0x84]%\[0x99][0xe3]U[0x10]*=[0xb2][0xff]4[0xa7][0xe1][0xb1][0xb2][0x16]Kf[0xf7][0xb3][0xf5],![0xe7]/[0xf8][0x9c][0x0][0xe8][0xd5]0^L[0x4][0x0][0x0]"
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 << HTTP/1.1 200 
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 << Content-Encoding: gzip
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 << Content-Type: application/json
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 << Content-Length: 554
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 << Date: Fri, 16 Jun 2023 14:28:51 GMT
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 << Keep-Alive: timeout=60
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.headers - http-outgoing-2 << Connection: keep-alive
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.impl.execchain.MainClientExec - Connection can be kept alive for 60000 MILLISECONDS
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.springframework.web.client.RestTemplate - Response 200 OK
2023-06-16 22:28:52.053 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.springframework.web.client.RestTemplate - Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2023-06-16 22:28:52.054 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.a.h.impl.conn.PoolingHttpClientConnectionManager - Connection [id: 2][route: {}->http://localhost:8761] can be kept alive for 60.0 seconds
2023-06-16 22:28:52.054 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.a.h.impl.conn.DefaultManagedHttpClientConnection - http-outgoing-2: set socket timeout to 0
2023-06-16 22:28:52.054 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.a.h.impl.conn.PoolingHttpClientConnectionManager - Connection released: [id: 2][route: {}->http://localhost:8761][total available: 1; route allocated: 1 of 2; total allocated: 1 of 20]
2023-06-16 22:28:52.054 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG com.netflix.discovery.DiscoveryClient - Got delta update with apps hashcode UP_3_
2023-06-16 22:28:52.054 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG com.netflix.discovery.DiscoveryClient - The total number of instances fetched by the delta processor : 1
2023-06-16 22:28:52.054 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG com.netflix.discovery.DiscoveryClient - The total number of all instances in the client now is 3
2023-06-16 22:28:52.054 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition ReactiveCompositeDiscoveryClient_AUTH-SERVICE applying {pattern=/auth-service/**} to Path
2023-06-16 22:28:52.055 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition ReactiveCompositeDiscoveryClient_AUTH-SERVICE applying filter {regexp=/auth-service/?(?<remaining>.*), replacement=/${remaining}} to RewritePath
2023-06-16 22:28:52.055 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition matched: ReactiveCompositeDiscoveryClient_AUTH-SERVICE
2023-06-16 22:28:52.055 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition ReactiveCompositeDiscoveryClient_GATEWAY-SERVICE applying {pattern=/gateway-service/**} to Path
2023-06-16 22:28:52.056 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition ReactiveCompositeDiscoveryClient_GATEWAY-SERVICE applying filter {regexp=/gateway-service/?(?<remaining>.*), replacement=/${remaining}} to RewritePath
2023-06-16 22:28:52.056 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition matched: ReactiveCompositeDiscoveryClient_GATEWAY-SERVICE
2023-06-16 22:28:52.056 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition ReactiveCompositeDiscoveryClient_TRANSPORTER-SERVICE applying {pattern=/transporter-service/**} to Path
2023-06-16 22:28:52.056 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition ReactiveCompositeDiscoveryClient_TRANSPORTER-SERVICE applying filter {regexp=/transporter-service/?(?<remaining>.*), replacement=/${remaining}} to RewritePath
2023-06-16 22:28:52.056 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition matched: ReactiveCompositeDiscoveryClient_TRANSPORTER-SERVICE
2023-06-16 22:28:52.057 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition user_service applying {_genkey_0=/user-service/**} to Path
2023-06-16 22:28:52.057 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition user_service applying filter {_genkey_0=1} to StripPrefix
2023-06-16 22:28:52.057 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition matched: user_service
2023-06-16 22:28:52.057 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition auth_service applying {_genkey_0=/auth-service/**} to Path
2023-06-16 22:28:52.057 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition auth_service applying filter {_genkey_0=1} to StripPrefix
2023-06-16 22:28:52.058 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition matched: auth_service
2023-06-16 22:28:52.058 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition transporter_service applying {_genkey_0=/transporter-service/**} to Path
2023-06-16 22:28:52.058 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition transporter_service applying filter {_genkey_0=1} to StripPrefix
2023-06-16 22:28:52.058 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.s.c.gateway.route.RouteDefinitionRouteLocator - RouteDefinition matched: transporter_service
2023-06-16 22:28:52.058 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG com.netflix.discovery.DiscoveryClient - Completed cache refresh task for discovery. All Apps hash code is Local region apps hashcode: UP_3_, is fetching remote regions? false 
2023-06-16 22:29:21.849 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.springframework.web.client.RestTemplate - HTTP PUT http://localhost:8761/eureka/apps/GATEWAY-SERVICE/LAPTOP-H5J7FNPG.lan:gateway-service:8888?status=UP&lastDirtyTimestamp=1686924201079
2023-06-16 22:29:21.850 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.springframework.web.client.RestTemplate - Accept=[application/json, application/*+json]
2023-06-16 22:29:21.850 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.client.protocol.RequestAddCookies - CookieSpec selected: default
2023-06-16 22:29:21.850 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.client.protocol.RequestAuthCache - Auth cache not set in the context
2023-06-16 22:29:21.850 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG o.a.h.impl.conn.PoolingHttpClientConnectionManager - Connection request: [route: {}->http://localhost:8761][total available: 1; route allocated: 1 of 2; total allocated: 1 of 20]
2023-06-16 22:29:21.851 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 << "[read] I/O error: Read timed out"
2023-06-16 22:29:21.851 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG o.a.h.impl.conn.PoolingHttpClientConnectionManager - Connection leased: [id: 3][route: {}->http://localhost:8761][total available: 0; route allocated: 1 of 2; total allocated: 1 of 20]
2023-06-16 22:29:21.851 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG o.a.h.impl.conn.DefaultManagedHttpClientConnection - http-outgoing-3: set socket timeout to 0
2023-06-16 22:29:21.851 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.impl.execchain.MainClientExec - Executing request PUT /eureka/apps/GATEWAY-SERVICE/LAPTOP-H5J7FNPG.lan:gateway-service:8888?status=UP&lastDirtyTimestamp=1686924201079 HTTP/1.1
2023-06-16 22:29:21.851 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.impl.execchain.MainClientExec - Target auth state: UNCHALLENGED
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.impl.execchain.MainClientExec - Proxy auth state: UNCHALLENGED
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 >> PUT /eureka/apps/GATEWAY-SERVICE/LAPTOP-H5J7FNPG.lan:gateway-service:8888?status=UP&lastDirtyTimestamp=1686924201079 HTTP/1.1
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 >> Accept: application/json, application/*+json
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 >> Content-Length: 0
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 >> Host: localhost:8761
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 >> Connection: Keep-Alive
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 >> User-Agent: Apache-HttpClient/4.5.14 (Java/16)
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 >> Accept-Encoding: gzip,deflate
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 >> "PUT /eureka/apps/GATEWAY-SERVICE/LAPTOP-H5J7FNPG.lan:gateway-service:8888?status=UP&lastDirtyTimestamp=1686924201079 HTTP/1.1[\r][\n]"
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 >> "Accept: application/json, application/*+json[\r][\n]"
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 >> "Content-Length: 0[\r][\n]"
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 >> "Host: localhost:8761[\r][\n]"
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 >> "Connection: Keep-Alive[\r][\n]"
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 >> "User-Agent: Apache-HttpClient/4.5.14 (Java/16)[\r][\n]"
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 >> "Accept-Encoding: gzip,deflate[\r][\n]"
2023-06-16 22:29:21.852 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 >> "[\r][\n]"
2023-06-16 22:29:21.853 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 << "HTTP/1.1 200 [\r][\n]"
2023-06-16 22:29:21.853 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 << "Content-Type: application/json[\r][\n]"
2023-06-16 22:29:21.853 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 << "Content-Length: 0[\r][\n]"
2023-06-16 22:29:21.853 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 << "Date: Fri, 16 Jun 2023 14:29:21 GMT[\r][\n]"
2023-06-16 22:29:21.853 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 << "Keep-Alive: timeout=60[\r][\n]"
2023-06-16 22:29:21.853 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 << "Connection: keep-alive[\r][\n]"
2023-06-16 22:29:21.853 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.wire - http-outgoing-3 << "[\r][\n]"
2023-06-16 22:29:21.853 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 << HTTP/1.1 200 
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 << Content-Type: application/json
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 << Content-Length: 0
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 << Date: Fri, 16 Jun 2023 14:29:21 GMT
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 << Keep-Alive: timeout=60
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.headers - http-outgoing-3 << Connection: keep-alive
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.apache.http.impl.execchain.MainClientExec - Connection can be kept alive for 60000 MILLISECONDS
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG o.a.h.impl.conn.PoolingHttpClientConnectionManager - Connection [id: 3][route: {}->http://localhost:8761] can be kept alive for 60.0 seconds
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG o.a.h.impl.conn.DefaultManagedHttpClientConnection - http-outgoing-3: set socket timeout to 0
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG o.a.h.impl.conn.PoolingHttpClientConnectionManager - Connection released: [id: 3][route: {}->http://localhost:8761][total available: 1; route allocated: 1 of 2; total allocated: 1 of 20]
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG org.springframework.web.client.RestTemplate - Response 200 OK
2023-06-16 22:29:21.854 [gateway-service,,] [DiscoveryClient-HeartbeatExecutor-0] DEBUG com.netflix.discovery.DiscoveryClient - DiscoveryClient_GATEWAY-SERVICE/LAPTOP-H5J7FNPG.lan:gateway-service:8888 - Heartbeat status: 200
2023-06-16 22:29:22.067 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.springframework.web.client.RestTemplate - HTTP GET http://localhost:8761/eureka/apps/delta
2023-06-16 22:29:22.067 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.springframework.web.client.RestTemplate - Accept=[application/json, application/*+json]
2023-06-16 22:29:22.067 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.client.protocol.RequestAddCookies - CookieSpec selected: default
2023-06-16 22:29:22.067 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.client.protocol.RequestAuthCache - Auth cache not set in the context
2023-06-16 22:29:22.067 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.a.h.impl.conn.PoolingHttpClientConnectionManager - Connection request: [route: {}->http://localhost:8761][total available: 1; route allocated: 1 of 2; total allocated: 1 of 20]
2023-06-16 22:29:22.068 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.wire - http-outgoing-2 << "[read] I/O error: Read timed out"
2023-06-16 22:29:22.068 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.a.h.impl.conn.PoolingHttpClientConnectionManager - Connection leased: [id: 2][route: {}->http://localhost:8761][total available: 0; route allocated: 1 of 2; total allocated: 1 of 20]
2023-06-16 22:29:22.068 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG o.a.h.impl.conn.DefaultManagedHttpClientConnection - http-outgoing-2: set socket timeout to 0
2023-06-16 22:29:22.068 [gateway-service,,] [DiscoveryClient-CacheRefreshExecutor-0] DEBUG org.apache.http.impl.execchain.MainClientExec - Executing request GET /eureka/apps/delta HTTP/1.1
